Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served, REPORTED Total Monthly Potable Water Production Reporting Month , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,% Residential Use,Hydrologic Region
Fresno  City of,Yes,5/15/16," 520,453 ",3378101000,4978850000,527244440,,25%," 3,378,101,000 "," 4,978,850,000 "," 527,244,440 ", 56 ,Tulare Lake
Fresno  City of,Yes,4/15/16," 520,159 ",2481610000,3755040000,325842400,,25%," 2,481,610,000 "," 3,755,040,000 "," 325,842,400 ", 53 ,Tulare Lake
Fresno  City of,Yes,3/15/16," 520,159 ",1986097000,2927140000,449622976,,25%," 1,986,097,000 "," 2,927,140,000 "," 449,622,976 ", 53 ,Tulare Lake
Fresno  City of,Yes,2/15/16," 520,159 ",1766707000,2088080000,233077580,,28%," 1,705,786,069 "," 2,088,080,000 "," 225,040,422 ", 50 ,Tulare Lake
Fresno  City of,Yes,1/15/16," 520,159 ",1817883000,2222240000,286354940,,28%," 1,817,883,000 "," 2,222,240,000 "," 286,354,940 ", 50 ,Tulare Lake
Fresno  City of,Yes,12/15/15," 520,159 ",1950360000,2510600000,248765450,,28%," 1,950,360,000 "," 2,510,600,000 "," 248,765,450 ", 56 ,Tulare Lake
Fresno  City of,Yes,11/15/15," 520,159 ",2156985000,3088070000,205804210,,28%," 2,156,985,000 "," 3,088,070,000 "," 205,804,210 ", 52 ,Tulare Lake
Fresno  City of,Yes,10/15/15," 520,159 ",3276608000,4135950000,701841006,,28%," 3,276,608,000 "," 4,135,950,000 "," 701,841,006 ", 54 ,Tulare Lake
Fresno  City of,Yes,9/15/15," 520,159 ",3814753000,4907180000,449425120,,28%," 3,814,753,000 "," 4,907,180,000 "," 449,425,120 ", 56 ,Tulare Lake
Fresno  City of,Yes,8/15/15," 520,159 ",4171891000,5756164448,563441204,,28%," 4,171,891,000 "," 5,756,164,448 "," 563,441,204 ", 60 ,Tulare Lake
Fresno  City of,Yes,7/15/15," 520,159 ",4054061000,5905570000,582537642,,28%," 4,054,061,000 "," 5,905,570,000 "," 582,537,642 ", 58 ,Tulare Lake
Fresno  City of,Yes,6/15/15," 520,159 ",3847770000,5494350000,488810870,,28%," 3,847,770,000 "," 5,494,350,000 "," 488,810,870 ", 59 ,Tulare Lake
Fresno  City of,Yes,5/15/15," 520,159 ",3354.46,4978.88,727.02,,NULL," 3,354,460,000 "," 4,978,880,000 "," 727,020,000 ", 59 ,Tulare Lake
Fresno  City of,Yes,4/15/15," 520,159 ",2930279000,3616015120,,,NULL," 2,930,279,000 "," 3,616,015,120 ", Null , 58 ,Tulare Lake
Fresno  City of,Yes,3/15/15," 515,609 ",2615347270,2527561110,,,NULL," 2,615,347,270 "," 2,527,561,110 ", Null , 47 ,Tulare Lake
Fresno  City of,Yes,2/15/15," 515,609 ",1883314470,2038492170,,,NULL," 1,883,314,470 "," 2,038,492,170 ", Null , 45 ,Tulare Lake
Fresno  City of,Yes,1/15/15," 515,609 ",2072985990,2094149280,,,NULL," 2,072,985,990 "," 2,094,149,280 ", Null , 45 ,Tulare Lake
Fresno  City of,Yes,12/15/14," 515,609 ",2138151530,3840670794,,,NULL," 2,138,151,530 "," 3,840,670,794 ", Null , 45 ,Tulare Lake
Fresno  City of,Yes,11/15/14," 503,077 ",2515447820,2969323860,,,NULL," 2,515,447,820 "," 2,969,323,860 ", Null , 47 ,Tulare Lake
Fresno  City of,Yes,10/15/14," 515,609 ",3691958720,4031750130,,,NULL," 3,691,958,720 "," 4,031,750,130 ", Null , 49 ,Tulare Lake
Fresno  City of,Yes,9/15/14," 515,609 ",4104822160,4756169230,,,NULL," 4,104,822,160 "," 4,756,169,230 ", Null , 50 ,Tulare Lake
Fresno  City of,Yes,8/15/14," 515,609 ",4613598690,5520435490,,,NULL," 4,613,598,690 "," 5,520,435,490 ", Null , 50 ,Tulare Lake
Fresno  City of,Yes,7/15/14," 515,609 ",5252463270,5679261140,,,NULL," 5,252,463,270 "," 5,679,261,140 ", Null , 50 ,Tulare Lake
Fresno  City of,Yes,6/15/14," 515,609 ",4933415110,5325207460,,,NULL," 4,933,415,110 "," 5,325,207,460 ", Null , 52 ,Tulare Lake
Hollister  City of,Yes,10/15/16," 21,130 ",80478291,105186620,24220428,,0%," 80,478,291 "," 105,186,620 "," 24,220,428 ", 69 ,Central Coast
Hollister  City of,Yes,9/15/16," 21,003 ",91857331,111141024,,32998818,0%," 91,857,331 "," 111,141,024 ", Null , 62 ,Central Coast
Hollister  City of,Yes,8/15/16," 23,021 ",108671445,123297872,41514642,,0%," 108,671,445 "," 123,297,872 "," 41,514,642 ", 60 ,Central Coast
Hollister  City of,Yes,7/15/16," 20,784 ",106447052,128514292,27637529,,0%," 106,447,052 "," 128,514,292 "," 27,637,529 ", 69 ,Central Coast
Hollister  City of,Yes,6/15/16," 20,784 ",87178922,113946862,18976583,,0%," 87,178,922 "," 113,946,862 "," 18,976,583 ", 72 ,Central Coast
Hollister  City of,Yes,5/15/16," 20,784 ",83556227,103118612,19798692,,20%," 83,556,227 "," 103,118,612 "," 19,798,692 ", 71 ,Central Coast
Hollister  City of,Yes,4/15/16," 20,784 ",65818254,91620897,15297663,,20%," 65,818,254 "," 91,620,897 "," 15,297,663 ", 76 ,Central Coast
Hollister  City of,Yes,3/15/16," 20,693 ",54672834,65429990,11554598,,20%," 54,672,834 "," 65,429,990 "," 11,554,598 ", 73 ,Central Coast
Hollister  City of,Yes,2/15/16," 20,712 ",55459121,60318345,24779223,,20%," 53,546,738 "," 60,318,345 "," 23,924,767 ", 62 ,Central Coast
Hollister  City of,Yes,1/15/16," 20,672 ",50607602,64185157,18800043,,20%," 50,607,602 "," 64,185,157 "," 18,800,043 ", 64 ,Central Coast
Hollister  City of,Yes,12/15/15," 20,639 ",55400063,77818308,11539450,,20%," 55,400,063 "," 77,818,308 "," 11,539,450 ", 75 ,Central Coast
Hollister  City of,Yes,11/15/15," 20,635 ",62464429,44498532,27080979,,20%," 62,464,429 "," 44,498,532 "," 27,080,979 ", 64 ,Central Coast
Hollister  City of,Yes,10/15/15," 20,486 ",84306705,105186620,20157757,,20%," 84,306,705 "," 105,186,620 "," 20,157,757 ", 70 ,Central Coast
Hollister  City of,Yes,9/15/15," 20,515 ",80521620,111141024,31007592,,20%," 80,521,620 "," 111,141,024 "," 31,007,592 ", 65 ,Central Coast
Hollister  City of,Yes,8/15/15," 20,541 ",99812492,123297872,5312200,,20%," 99,812,492 "," 123,297,872 "," 5,312,200 ", 55 ,Central Coast
Hollister  City of,Yes,7/15/15," 20,482 ",88821472,128514292,,,20%," 88,821,472 "," 128,514,292 ", Null , 69 ,Central Coast
Hollister  City of,Yes,6/15/15," 20,409 ",81790164,113946862,,,20%," 81,790,164 "," 113,946,862 ", Null , 71 ,Central Coast
Hollister  City of,Yes,5/15/15," 19,856 ",75195644,103118612,,,NULL," 75,195,644 "," 103,118,612 ", Null , 72 ,Central Coast
Hollister  City of,No,4/15/15," 23,021 ",72440748,75653836,,,NULL," 72,440,748 "," 75,653,836 ", Null , 72 ,Central Coast
Hollister  City of,No,3/15/15," 23,021 ",75717948,65420264,,,NULL," 75,717,948 "," 65,420,264 ", Null , 73 ,Central Coast
Hollister  City of,No,2/15/15," 23,021 ",52573300,58624280,,,NULL," 52,573,300 "," 58,624,280 ", Null , 73 ,Central Coast
Hollister  City of,No,1/15/15," 23,021 ",57638584,66404840,,,NULL," 57,638,584 "," 66,404,840 ", Null , 76 ,Central Coast
Hollister  City of,No,12/15/14," 23,021 ",43861180,77818308,,,NULL," 43,861,180 "," 77,818,308 ", Null , 73 ,Central Coast
Hollister  City of,No,11/15/14," 23,021 ",55085848,44498532,,,NULL," 55,085,848 "," 44,498,532 ", Null , 71 ,Central Coast
Hollister  City of,No,10/15/14," 23,021 ",86709808,105186620,,,NULL," 86,709,808 "," 105,186,620 ", Null , 67 ,Central Coast
Hollister  City of,No,9/15/14," 23,021 ",100360544,111141024,,,NULL," 100,360,544 "," 111,141,024 ", Null , 64 ,Central Coast
Hollister  City of,No,8/15/14," 23,021 ",114641596,123297872,,,NULL," 114,641,596 "," 123,297,872 ", Null , 63 ,Central Coast
Hollister  City of,No,7/15/14," 23,021 ",119741236,128514292,,,NULL," 119,741,236 "," 128,514,292 ", Null , 71 ,Central Coast
Hollister  City of,No,6/15/14," 23,021 ",111864884,117127162,,,NULL," 111,864,884 "," 117,127,162 ", Null , 72 ,Central Coast
