Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served, REPORTED Total Monthly Potable Water Production Reporting Month , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,% Residential Use,Hydrologic Region
Exeter  City of,Yes,3/15/15," 10,334 ",44003600,45771300,,,NULL," 44,003,600 "," 45,771,300 ", Null , 80 ,Tulare Lake
Exeter  City of,Yes,2/15/15," 10,334 ",30222600,32182000,,,NULL," 30,222,600 "," 32,182,000 ", Null , 77 ,Tulare Lake
Exeter  City of,Yes,1/15/15," 10,334 ",33482000,31664400,,,NULL," 33,482,000 "," 31,664,400 ", Null , 81 ,Tulare Lake
Exeter  City of,Yes,12/15/14," 10,334 ",32382800,37430400,,,NULL," 32,382,800 "," 37,430,400 ", Null , 81 ,Tulare Lake
Exeter  City of,Yes,11/15/14," 10,334 ",39342100,48889900,,,NULL," 39,342,100 "," 48,889,900 ", Null , 81 ,Tulare Lake
Exeter  City of,Yes,10/15/14," 10,334 ",59937600,67466200,,,NULL," 59,937,600 "," 67,466,200 ", Null , 84 ,Tulare Lake
Exeter  City of,Yes,9/15/14," 10,506 ",72014157,84425515,,,NULL," 72,014,157 "," 84,425,515 ", Null , 88 ,Tulare Lake
Exeter  City of,Yes,8/15/14," 10,506 ",85791285,96543442,,,NULL," 85,791,285 "," 96,543,442 ", Null , 88 ,Tulare Lake
Exeter  City of,No,7/15/14," 10,506 ",93490585,100584267,,,NULL," 93,490,585 "," 100,584,267 ", Null , 84 ,Tulare Lake
Exeter  City of,No,6/15/14," 10,334 ",89741281,96598600,,,NULL," 89,741,281 "," 96,598,600 ", Null , 84 ,Tulare Lake
"Rio Vista, city of",Yes,10/15/16," 8,324 ",53801000,80508000,17934000,0,0%," 53,801,000 "," 80,508,000 "," 17,934,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,9/15/16," 8,324 ",77599000,85627000,23279000,0,0%," 77,599,000 "," 85,627,000 "," 23,279,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,8/15/16," 8,324 ",78906000,100240000,23625000,0,0%," 78,906,000 "," 100,240,000 "," 23,625,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,7/15/16," 8,324 ",81914000,105586000,24574000,0,0%," 81,914,000 "," 105,586,000 "," 24,574,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,6/15/16," 8,324 ",82256000,93604000,24676000,0,0%," 82,256,000 "," 93,604,000 "," 24,676,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,5/15/16," 8,324 ",61188000,84192000,18356400,0,33%," 61,188,000 "," 84,192,000 "," 18,356,400 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,4/15/16," 8,324 ",57690000,62630000,17307000,0,33%," 57,690,000 "," 62,630,000 "," 17,307,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,3/15/16," 8,324 ",33148000,49784000,9944000,0,33%," 33,148,000 "," 49,784,000 "," 9,944,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,2/15/16," 8,324 ",35507000,29830000,10652100,0,36%," 34,282,621 "," 29,830,000 "," 10,284,786 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,1/15/16," 8,324 ",31073000,28158000,9321000,0,36%," 31,073,000 "," 28,158,000 "," 9,321,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,12/15/15," 8,324 ",32812000,41197000,9843000,0,36%," 32,812,000 "," 41,197,000 "," 9,843,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,11/15/15," 8,324 ",38384000,60047000,11515200,,36%," 38,384,000 "," 60,047,000 "," 11,515,200 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,10/15/15," 8,324 ",56685000,80508000,17005500,,36%," 56,685,000 "," 80,508,000 "," 17,005,500 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,9/15/15," 8,324 ",66361000,85627000,19908000,,36%," 66,361,000 "," 85,627,000 "," 19,908,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,8/15/15," 8,324 ",67177000,100240000,20153000,0,36%," 67,177,000 "," 100,240,000 "," 20,153,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,7/15/15," 8,324 ",61523000,105586000,18456000,0,36%," 61,523,000 "," 105,586,000 "," 18,456,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,6/15/15," 8,324 ",68720000,93604000,22906000,,36%," 68,720,000 "," 93,604,000 "," 22,906,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,5/15/15," 8,324 ",62488000,84192000,18746000,0,NULL," 62,488,000 "," 84,192,000 "," 18,746,000 ", 70 ,Sacramento River
"Rio Vista, city of",Yes,4/15/15," 8,324 ",57981000,62630000,,,NULL," 57,981,000 "," 62,630,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,3/15/15," 8,324 ",54370000,43402000,,,NULL," 54,370,000 "," 43,402,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,2/15/15," 8,324 ",28312000,32311000,,,NULL," 28,312,000 "," 32,311,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,1/15/15," 8,324 ",32311000,41382000,,,NULL," 32,311,000 "," 41,382,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,12/15/14," 8,324 ",24534000,41197000,,,NULL," 24,534,000 "," 41,197,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,11/15/14," 8,324 ",50935000,60047000,,,NULL," 50,935,000 "," 60,047,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,10/15/14," 8,324 ",73802000,80508000,,,NULL," 73,802,000 "," 80,508,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,9/15/14," 8,324 ",83847000,85627000,,,NULL," 83,847,000 "," 85,627,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,8/15/14," 8,324 ",90592000,100240000,,,NULL," 90,592,000 "," 100,240,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,7/15/14," 8,324 ",111,105,,,NULL," 111,000,000 "," 105,000,000 ", Null , 70 ,Sacramento River
"Rio Vista, city of",Yes,6/15/14," 8,324 ",111,95,,,NULL," 111,000,000 "," 95,000,000 ", Null , 70 ,Sacramento River
Sweetwater Springs Water District,No,10/15/16," 7,805 ",50.5,64.4,9.6,0,0%," 16,455,497 "," 20,984,832 "," 3,128,174 ", 81 ,North Coast
Sweetwater Springs Water District,No,9/15/16," 7,803 ",65.5,80.6,12.5,0,0%," 21,343,268 "," 26,263,625 "," 4,073,143 ", 81 ,North Coast
Sweetwater Springs Water District,No,8/15/16," 7,801 ",71.3,88,12.8,0,0%," 23,233,207 "," 28,674,926 "," 4,170,898 ", 82 ,North Coast
Sweetwater Springs Water District,No,7/15/16," 7,799 ",73.9,92,13.1,0,0%," 24,080,420 "," 29,978,331 "," 4,268,654 ", 82 ,North Coast
Sweetwater Springs Water District,No,6/15/16," 7,797 ",65.2,86,11.1,0,0%," 21,245,513 "," 28,023,223 "," 3,616,951 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,5/15/16," 7,795 ",57.6,83.1,9.8,0,16%," 18,769,042 "," 27,078,254 "," 3,193,344 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,4/15/16," 7,793 ",46,62.7,2.3,0,16%," 14,989,166 "," 20,430,884 "," 749,458 ", 85 ,North Coast
Sweetwater Springs Water District,Yes,3/15/16," 7,791 ",47.9,57.1,7.2,0,16%," 15,608,283 "," 18,606,116 "," 2,346,130 ", 85 ,North Coast
Sweetwater Springs Water District,Yes,2/15/16," 7,791 ",48.7,54,7.3,0,16%," 15,321,759 "," 17,595,977 "," 2,296,691 ", 85 ,North Coast
Sweetwater Springs Water District,Yes,1/15/16," 7,783 ",48.1,56.6,7.2,0,16%," 15,673,454 "," 18,443,191 "," 2,346,130 ", 85 ,North Coast
Sweetwater Springs Water District,Yes,12/15/15," 7,775 ",47.4,59.4,8.1,0,16%," 15,445,358 "," 19,355,575 "," 2,639,397 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,11/15/15," 7,767 ",47.8,59,8.1,0,16%," 15,575,698 "," 19,225,234 "," 2,639,397 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,10/15/15," 7,759 ",57.3,64.4,10.9,0,16%," 18,671,287 "," 20,984,832 "," 3,551,781 ", 81 ,North Coast
Sweetwater Springs Water District,Yes,9/15/15," 7,751 ",58.5,80.6,11.1,0,16%," 19,062,308 "," 26,263,625 "," 3,616,951 ", 81 ,North Coast
Sweetwater Springs Water District,Yes,8/15/15," 7,743 ",65.5,88,11.8,,16%," 21,343,268 "," 28,674,926 "," 3,845,047 ", 82 ,North Coast
Sweetwater Springs Water District,Yes,7/15/15," 7,735 ",65.4,92,11.8,0,16%," 21,310,683 "," 29,978,331 "," 3,845,047 ", 82 ,North Coast
Sweetwater Springs Water District,Yes,6/15/15," 7,727 ",61.2,86,10.4,0,16%," 19,942,107 "," 28,023,223 "," 3,388,855 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,5/15/15," 7,719 ",55.8,83.1,9.5,0,NULL," 18,182,510 "," 27,078,254 "," 3,095,589 ", 83 ,North Coast
Sweetwater Springs Water District,Yes,4/15/15," 7,711 ",50.1,62.7,,,NULL," 16,325,156 "," 20,430,884 ", Null , 85 ,North Coast
Sweetwater Springs Water District,Yes,3/15/15," 7,703 ",54.1,57.1,,,NULL," 17,628,562 "," 18,606,116 ", Null , 85 ,North Coast
Sweetwater Springs Water District,Yes,2/15/15," 7,703 ",44.6,54,,,NULL," 14,532,974 "," 17,595,977 ", Null , 82 ,North Coast
Sweetwater Springs Water District,Yes,1/15/15," 7,703 ",49.9,56.6,,,NULL," 16,259,986 "," 18,443,191 ", Null , 82 ,North Coast
Sweetwater Springs Water District,Yes,12/15/14," 7,703 ",52.6,59.4,,,NULL," 17,139,785 "," 19,355,575 ", Null , 83 ,North Coast
Sweetwater Springs Water District,Yes,11/15/14," 7,702 ",49.1,59,,,NULL," 15,999,305 "," 19,225,234 ", Null , 83 ,North Coast
Sweetwater Springs Water District,Yes,10/15/14," 7,702 ",58.2,64.4,,,NULL," 18,964,553 "," 20,984,832 ", Null , 81 ,North Coast
Sweetwater Springs Water District,Yes,9/15/14," 7,702 ",62.5,80.6,,,NULL," 20,365,714 "," 26,263,625 ", Null , 81 ,North Coast
Sweetwater Springs Water District,No,8/15/14," 7,703 ",73.3,88,,,NULL," 23,884,910 "," 28,674,926 ", Null , 82 ,North Coast
Sweetwater Springs Water District,No,7/15/14," 7,703 ",78.9,92,,,NULL," 25,709,678 "," 29,978,331 ", Null , 82 ,North Coast
Sweetwater Springs Water District,No,6/15/14," 7,703 ",75.6,86,,,NULL," 24,634,368 "," 28,023,223 ", Null , 83 ,North Coast
California Water Service Company Visalia,Yes,10/15/16," 141,483 ",2478.5,2932.8,832.7,,0%," 807,622,762 "," 955,657,065 "," 271,336,483 ", 68 ,Tulare Lake
California Water Service Company Visalia,Yes,9/15/16," 141,439 ",2832,3390.6,912,,0%," 922,811,241 "," 1,104,831,848 "," 297,176,501 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,8/15/16," 141,298 ",3208.6,3819.7,857.6,,0%," 1,045,526,889 "," 1,244,654,696 "," 279,450,184 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,7/15/16," 141,103 ",3250,3990.9,810.1,,0%," 1,059,017,138 "," 1,300,440,460 "," 263,972,241 ", 72 ,Tulare Lake
California Water Service Company Visalia,Yes,6/15/16," 141,015 ",2903.2,3771,722.8,,0%," 946,011,863 "," 1,228,785,731 "," 235,525,411 ", 72 ,Tulare Lake
California Water Service Company Visalia,Yes,5/15/16," 140,488 ",2465.6,3327.9,591.5,,29%," 803,419,278 "," 1,084,400,964 "," 192,741,119 ", 69 ,Tulare Lake
California Water Service Company Visalia,Yes,4/15/16," 140,299 ",1889.4,2646.9,444,,29%," 615,663,686 "," 862,496,142 "," 144,678,034 ", 70 ,Tulare Lake
California Water Service Company Visalia,Yes,3/15/16," 140,156 ",1331.2,1974.5,319,,29%," 433,773,420 "," 643,393,643 "," 103,946,605 ", 70 ,Tulare Lake
California Water Service Company Visalia,Yes,2/15/16," 139,902 ",1128.9,1398.9,302.5,,32%," 355,169,066 "," 455,833,561 "," 95,171,089 ", 70 ,Tulare Lake
California Water Service Company Visalia,Yes,1/15/16," 139,627 ",1175.2,1424.8,318.2,,32%," 382,940,597 "," 464,273,113 "," 103,685,924 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,12/15/15," 139,353 ",1246.5,1727.5,382.7,,32%," 406,173,804 "," 562,908,340 "," 124,703,341 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,11/15/15," 139,266 ",1458.3,2194.6,544.2,,32%," 475,189,136 "," 715,113,542 "," 177,328,347 ", 68 ,Tulare Lake
California Water Service Company Visalia,Yes,10/15/15," 139,188 ",2210.5,2932.8,743.4,,32%," 720,294,579 "," 955,657,065 "," 242,237,951 ", 69 ,Tulare Lake
California Water Service Company Visalia,Yes,9/15/15," 139,027 ",2658.2,3390.6,797,,32%," 866,178,263 "," 1,104,831,848 "," 259,703,587 ", 70 ,Tulare Lake
California Water Service Company Visalia,Yes,8/15/15," 138,909 ",2878,3819.7,812.1,,32%," 937,800,407 "," 1,244,654,696 "," 264,623,944 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,7/15/15," 138,644 ",2862.9,3990.9,788.9,,32%," 932,880,050 "," 1,300,440,460 "," 257,064,191 ", 73 ,Tulare Lake
California Water Service Company Visalia,Yes,6/15/15," 138,370 ",2819.4,3771,719.9,,32%," 918,705,513 "," 1,228,785,731 "," 234,580,442 ", 71 ,Tulare Lake
California Water Service Company Visalia,Yes,5/15/15," 140,488 ",2465.6,3327.9,591.5,,NULL," 803,419,278 "," 1,084,400,964 "," 192,741,119 ", 69 ,Tulare Lake
California Water Service Company Visalia,Yes,4/15/15," 137,912 ",1958.3,2646.9,,,NULL," 638,114,849 "," 862,496,142 ", Null , 71 ,Tulare Lake
California Water Service Company Visalia,Yes,3/15/15," 137,626 ",1786.4,1974.5,,,NULL," 582,100,989 "," 643,393,643 ", Null , 71 ,Tulare Lake
California Water Service Company Visalia,Yes,2/15/15," 137,337 ",1197,1399,,,NULL," 390,044,158 "," 455,866,146 ", Null , 71 ,Tulare Lake
California Water Service Company Visalia,Yes,1/15/15," 137,140 ",1316,1425,,,NULL," 428,820,478 "," 464,338,283 ", Null , 73 ,Tulare Lake
California Water Service Company Visalia,Yes,12/15/14," 136,986 ",1380,1728,,,NULL," 449,674,969 "," 563,071,266 ", Null , 70 ,Tulare Lake
California Water Service Company Visalia,Yes,11/15/14," 136,875 ",1779,2195,,,NULL," 579,689,689 "," 715,243,882 ", Null , 69 ,Tulare Lake
California Water Service Company Visalia,Yes,10/15/14," 136,622 ",2648,2933,,,NULL," 862,854,579 "," 955,722,235 ", Null , 70 ,Tulare Lake
California Water Service Company Visalia,Yes,9/15/14," 136,484 ",3126,3391,,,NULL," 1,018,611,561 "," 1,104,962,189 ", Null , 71 ,Tulare Lake
California Water Service Company Visalia,No,8/15/14," 134,033 ",3436,3820,,,NULL," 1,119,625,503 "," 1,244,752,451 ", Null , 71 ,Tulare Lake
California Water Service Company Visalia,No,7/15/14," 134,033 ",3618,3991,,,NULL," 1,178,930,463 "," 1,300,473,045 ", Null , 73 ,Tulare Lake
California Water Service Company Visalia,No,6/15/14," 134,033 ",3425,3771,,,NULL," 1,116,041,137 "," 1,228,785,731 ", Null , 72 ,Tulare Lake
California Water Service Company Selma,Yes,10/15/16," 25,895 ",343.2,502.2,83.1,,0%," 111,832,210 "," 163,642,587 "," 27,078,254 ", 74 ,Tulare Lake
California Water Service Company Selma,Yes,9/15/16," 25,191 ",406,637.1,97.8,,0%," 132,295,679 "," 207,599,944 "," 31,868,270 ", 74 ,Tulare Lake
California Water Service Company Selma,Yes,8/15/16," 25,194 ",467.4,738.9,92,,0%," 152,302,957 "," 240,771,619 "," 29,978,331 ", 79 ,Tulare Lake
California Water Service Company Selma,Yes,7/15/16," 25,177 ",486.4,794.7,81.4,,0%," 158,494,134 "," 258,954,129 "," 26,524,306 ", 82 ,Tulare Lake
California Water Service Company Selma,Yes,6/15/16," 25,153 ",451,732.8,80.4,,0%," 146,958,994 "," 238,783,926 "," 26,198,455 ", 81 ,Tulare Lake
California Water Service Company Selma,Yes,5/15/16," 25,184 ",375.2,641,56.7,,30%," 122,259,455 "," 208,870,765 "," 18,475,776 ", 84 ,Tulare Lake
California Water Service Company Selma,Yes,4/15/16," 25,109 ",285.6,517,41.4,,30%," 93,063,168 "," 168,465,188 "," 13,490,249 ", 84 ,Tulare Lake
California Water Service Company Selma,Yes,3/15/16," 25,099 ",204.5,375.7,34.2,,30%," 66,636,617 "," 122,422,381 "," 11,144,119 ", 82 ,Tulare Lake
California Water Service Company Selma,Yes,2/15/16," 25,099 ",187.5,249.6,34.5,,32%," 58,990,345 "," 81,332,516 "," 10,854,223 ", 80 ,Tulare Lake
California Water Service Company Selma,Yes,1/15/16," 25,058 ",183.8,240.5,37.6,,32%," 59,891,492 "," 78,367,268 "," 12,252,014 ", 78 ,Tulare Lake
California Water Service Company Selma,Yes,12/15/15," 25,048 ",196.6,311.2,41.2,,32%," 64,062,391 "," 101,404,964 "," 13,425,079 ", 77 ,Tulare Lake
California Water Service Company Selma,Yes,11/15/15," 25,058 ",218.3,372.3,59.6,,32%," 71,133,367 "," 121,314,486 "," 19,420,745 ", 70 ,Tulare Lake
California Water Service Company Selma,Yes,10/15/15," 25,065 ",319.6,502.2,74.1,,32%," 104,142,116 "," 163,642,587 "," 24,145,591 ", 75 ,Tulare Lake
California Water Service Company Selma,Yes,9/15/15," 25,065 ",384.6,637.1,82.6,,32%," 125,322,459 "," 207,599,944 "," 26,915,328 ", 77 ,Tulare Lake
California Water Service Company Selma,Yes,8/15/15," 25,082 ",443.2,738.9,80.6,,32%," 144,417,352 "," 240,771,619 "," 26,263,625 ", 80 ,Tulare Lake
California Water Service Company Selma,Yes,7/15/15," 24,644 ",451.7,794.7,93.5,,32%," 147,187,090 "," 258,954,129 "," 30,467,108 ", 78 ,Tulare Lake
California Water Service Company Selma,Yes,6/15/15," 24,627 ",442.8,732.8,75.1,,32%," 144,287,012 "," 238,783,926 "," 24,471,442 ", 82 ,Tulare Lake
California Water Service Company Selma,Yes,5/15/15," 24,610 ",375.4,641,66.3,,NULL," 122,324,626 "," 208,870,765 "," 21,603,950 ", 81 ,Tulare Lake
California Water Service Company Selma,Yes,4/15/15," 24,596 ",356.9,517,,,NULL," 116,296,374 "," 168,465,188 ", Null , 81 ,Tulare Lake
California Water Service Company Selma,Yes,3/15/15," 24,596 ",317.2,375.7,,,NULL," 103,360,073 "," 122,422,381 ", Null , 86 ,Tulare Lake
California Water Service Company Selma,Yes,2/15/15," 24,583 ",213,250,,,NULL," 69,406,354 "," 81,462,857 ", Null , 80 ,Tulare Lake
California Water Service Company Selma,Yes,1/15/15," 24,556 ",232,241,,,NULL," 75,597,531 "," 78,530,194 ", Null , 79 ,Tulare Lake
California Water Service Company Selma,Yes,12/15/14," 24,586 ",232,311,,,NULL," 75,597,531 "," 101,339,794 ", Null , 75 ,Tulare Lake
California Water Service Company Selma,Yes,11/15/14," 24,590 ",286,372,,,NULL," 93,193,508 "," 121,216,731 ", Null , 72 ,Tulare Lake
California Water Service Company Selma,Yes,10/15/14," 24,617 ",439,502,,,NULL," 143,048,776 "," 163,577,416 ", Null , 76 ,Tulare Lake
California Water Service Company Selma,Yes,9/15/14," 24,637 ",518,637,,,NULL," 168,791,039 "," 207,567,359 ", Null , 77 ,Tulare Lake
California Water Service Company Selma,No,8/15/14," 24,521 ",592,739,,,NULL," 192,904,045 "," 240,804,205 ", Null , 72 ,Tulare Lake
California Water Service Company Selma,No,7/15/14," 24,521 ",658,795,,,NULL," 214,410,239 "," 259,051,884 ", Null , 74 ,Tulare Lake
California Water Service Company Selma,No,6/15/14," 24,521 ",633,733,,,NULL," 206,263,953 "," 238,849,096 ", Null , 74 ,Tulare Lake
California Water Service Company Chico District,Yes,10/15/16," 105,035 ",1499.5,2375,533.5,,0%," 488,614,215 "," 773,897,139 "," 173,841,736 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,9/15/16," 104,697 ",2161.4,2833.9,703.4,,0%," 704,295,274 "," 923,430,359 "," 229,203,894 ", 71 ,Sacramento River
California Water Service Company Chico District,Yes,8/15/16," 104,594 ",2446.9,3411.6,610,,0%," 797,325,857 "," 1,111,674,728 "," 198,769,370 ", 72 ,Sacramento River
California Water Service Company Chico District,Yes,7/15/16," 104,375 ",2403.3,3584,573.2,,0%," 783,118,735 "," 1,167,851,514 "," 186,778,038 ", 72 ,Sacramento River
California Water Service Company Chico District,Yes,6/15/16," 104,080 ",2096.7,3157.9,502.2,,0%," 683,212,687 "," 1,029,006,221 "," 163,642,587 ", 71 ,Sacramento River
California Water Service Company Chico District,Yes,5/15/16," 104,048 ",1718.6,2936.3,391.5,,29%," 560,008,262 "," 956,797,545 "," 127,570,834 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,4/15/16," 103,894 ",1379.9,2114,292.2,,29%," 449,642,384 "," 688,849,917 "," 95,213,787 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,3/15/16," 103,830 ",968.4,1652.4,249.1,,29%," 315,554,522 "," 538,436,898 "," 81,169,590 ", 67 ,Sacramento River
California Water Service Company Chico District,Yes,2/15/16," 103,820 ",895.6,1159.9,219.8,,32%," 281,769,347 "," 377,955,070 "," 69,152,415 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,1/15/16," 103,344 ",872.2,1164.4,199.8,,32%," 284,207,615 "," 379,421,402 "," 65,105,115 ", 73 ,Sacramento River
California Water Service Company Chico District,Yes,12/15/15," 103,169 ",912.5,1331.6,292.8,,32%," 297,339,427 "," 433,903,760 "," 95,409,298 ", 68 ,Sacramento River
California Water Service Company Chico District,Yes,11/15/15," 103,079 ",1031.8,1724.9,355.7,,32%," 336,213,502 "," 562,061,126 "," 115,905,353 ", 71 ,Sacramento River
California Water Service Company Chico District,Yes,10/15/15," 103,012 ",1666.2,2375,496.2,,32%," 542,933,648 "," 773,897,139 "," 161,687,478 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,9/15/15," 102,947 ",1817.4,2833.9,471.6,,32%," 592,202,383 "," 923,430,359 "," 153,671,533 ", 73 ,Sacramento River
California Water Service Company Chico District,Yes,8/15/15," 102,591 ",1953.5,3411.6,589.6,,32%," 636,550,763 "," 1,111,674,728 "," 192,122,001 ", 70 ,Sacramento River
California Water Service Company Chico District,Yes,7/15/15," 102,245 ",1995,3584,546.2,,32%," 650,073,597 "," 1,167,851,514 "," 177,980,049 ", 72 ,Sacramento River
California Water Service Company Chico District,Yes,6/15/15," 101,662 ",1828.1,3157.9,446.6,,32%," 595,688,994 "," 1,029,006,221 "," 145,525,247 ", 71 ,Sacramento River
California Water Service Company Chico District,Yes,5/15/15," 101,662 ",1828.1,2936.3,446.6,,NULL," 595,688,994 "," 956,797,545 "," 145,525,247 ", 71 ,Sacramento River
California Water Service Company Chico District,Yes,4/15/15," 101,447 ",1556.6,2114,,,NULL," 507,220,331 "," 688,849,917 ", Null , 71 ,Sacramento River
California Water Service Company Chico District,Yes,3/15/15," 101,358 ",1572.4,1652.4,,,NULL," 512,368,784 "," 538,436,898 ", Null , 69 ,Sacramento River
California Water Service Company Chico District,Yes,2/15/15," 101,292 ",1012,1160,,,NULL," 329,761,644 "," 377,987,655 ", Null , 74 ,Sacramento River
California Water Service Company Chico District,Yes,1/15/15," 101,204 ",1017,1164,,,NULL," 331,390,901 "," 379,291,061 ", Null , 71 ,Sacramento River
California Water Service Company Chico District,Yes,12/15/14," 100,911 ",995,1332,,,NULL," 324,222,170 "," 434,034,101 ", Null , 69 ,Sacramento River
California Water Service Company Chico District,Yes,11/15/14," 100,926 ",1212,1725,,,NULL," 394,931,930 "," 562,093,712 ", Null , 72 ,Sacramento River
California Water Service Company Chico District,Yes,10/15/14," 100,931 ",1930,2375,,,NULL," 628,893,254 "," 773,897,139 ", Null , 66 ,Sacramento River
California Water Service Company Chico District,Yes,9/15/14," 100,882 ",2426,2834,,,NULL," 790,515,562 "," 923,462,944 ", Null , 72 ,Sacramento River
California Water Service Company Chico District,No,8/15/14," 98,691 ",2764,3412,,,NULL," 900,653,344 "," 1,111,805,069 ", Null , 69 ,Sacramento River
California Water Service Company Chico District,No,7/15/14," 98,691 ",3084,3584,,,NULL," 1,004,925,801 "," 1,167,851,514 ", Null , 73 ,Sacramento River
California Water Service Company Chico District,No,6/15/14," 98,691 ",2994,3158,,,NULL," 975,599,172 "," 1,029,038,806 ", Null , 73 ,Sacramento River
Soquel Creek Water District,Yes,10/15/16," 40,401 ",85.991,121.335,15.088,0,8%," 85,991,000 "," 121,335,000 "," 15,088,000 ", 74 ,Central Coast
Soquel Creek Water District,Yes,9/15/16," 40,410 ",98.176,130.727,18.269,0,8%," 98,176,000 "," 130,727,000 "," 18,269,000 ", 73 ,Central Coast
Soquel Creek Water District,Yes,8/15/16," 40,410 ",102.495,145.04,20.292,0,8%," 102,495,000 "," 145,040,000 "," 20,292,000 ", 72 ,Central Coast
Soquel Creek Water District,Yes,7/15/16," 40,410 ",110.886,148.645,21.288,0,8%," 110,886,000 "," 148,645,000 "," 21,288,000 ", 72 ,Central Coast
Soquel Creek Water District,Yes,6/15/16," 40,419 ",102.306,139.074,19.399,0,8%," 102,306,000 "," 139,074,000 "," 19,399,000 ", 72 ,Central Coast
Soquel Creek Water District,Yes,5/15/16," 40,410 ",92.148,137.856,16.687,0,8%," 92,148,000 "," 137,856,000 "," 16,687,000 ", 73 ,Central Coast
Soquel Creek Water District,Yes,4/15/16," 40,416 ",75.898,112.377,12.024,0,8%," 75,898,000 "," 112,377,000 "," 12,024,000 ", 75 ,Central Coast
Soquel Creek Water District,Yes,3/15/16," 40,410 ",68.364,100.383,10.404,0,8%," 68,364,000 "," 100,383,000 "," 10,404,000 ", 76 ,Central Coast
Soquel Creek Water District,Yes,2/15/16," 40,404 ",64.209,80.932,9.849,0,8%," 61,994,897 "," 80,932,000 "," 9,509,379 ", 76 ,Central Coast
Soquel Creek Water District,Yes,1/15/16," 40,401 ",64.294,84.297,9.063,0,8%," 64,294,000 "," 84,297,000 "," 9,063,000 ", 77 ,Central Coast
Soquel Creek Water District,Yes,12/15/15," 40,404 ",66.209,96.619,9.42,0,8%," 66,209,000 "," 96,619,000 "," 9,420,000 ", 76 ,Central Coast
Soquel Creek Water District,Yes,11/15/15," 40,395 ",71.381,99.957,11.802,0,8%," 71,381,000 "," 99,957,000 "," 11,802,000 ", 74 ,Central Coast
Soquel Creek Water District,Yes,10/15/15," 39,049 ",89.791,121.335,16.894,0,8%," 89,791,000 "," 121,335,000 "," 16,894,000 ", 72 ,Central Coast
Soquel Creek Water District,Yes,9/15/15," 40,389 ",94.163,130.727,17.675,0,8%," 94,163,000 "," 130,727,000 "," 17,675,000 ", 72 ,Central Coast
Soquel Creek Water District,Yes,8/15/15," 39,051 ",100.26,145.04,17.579,0,8%," 100,260,000 "," 145,040,000 "," 17,579,000 ", 73 ,Central Coast
Soquel Creek Water District,Yes,7/15/15," 39,057 ",100.027,148.645,19.165,0,8%," 100,027,000 "," 148,645,000 "," 19,165,000 ", 71 ,Central Coast
