Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
Santa Margarita Water District,Yes,7/15/14,153734,NULL,3210.1,,,1046015666,1072670313,Null,138.7,63,South Coast
Santa Margarita Water District,Yes,6/15/14,153671,NULL,2998.8,,,977163259.3,980910550.7,Null,133.7,63,South Coast
Mesa Water District,Yes,9/15/16,110000,0%,1482.2,413.2,0,482976985.1,500898813.6,134641809.6,86.5,59,South Coast
Mesa Water District,Yes,8/15/16,110000,0%,1594.1,447.6,0,519439759.8,593245108,145851098.7,88,58,South Coast
Mesa Water District,Yes,7/15/16,110000,0%,1578.3,351.6,0,514291307.2,573205245.2,114569361.7,141.2,94,South Coast
Mesa Water District,Yes,6/15/16,110000,0%,1381,388.7,,450000820.7,554990150.5,126658449.7,83.9,62,South Coast
Mesa Water District,Yes,5/15/16,110000,13%,1326.4,339.9,,432209332.8,545344948.2,110756900,77.9,62,South Coast
Mesa Water District,Yes,4/15/16,110000,13%,1199.1,297.1,0,390728446.1,492915453.6,96810458.96,76.7,65,South Coast
Mesa Water District,Yes,3/15/16,110000,13%,1107.2,270.9,0,360782700,532441231.7,88273151.57,70.4,67,South Coast
Mesa Water District,Yes,2/15/16,108000,20%,932.3,277.4,0,293315723.8,390076743.3,87274248.41,67.2,69,South Coast
Mesa Water District,Yes,1/15/16,108000,20%,919.1,262.1,,299490046.6,497868395.3,85405659.02,63.9,71,South Coast
Mesa Water District,Yes,12/15/15,108000,20%,1049.6,308.9,0,342013657.8,402850119.2,100655505.8,63.6,62,South Coast
Mesa Water District,Yes,11/15/15,108000,20%,1169.3,336,0,381018073.6,403436651.8,109486079.5,72.6,62,South Coast
Mesa Water District,Yes,10/15/15,108000,20%,1264.3,366.1,0,411973959.2,446253529.3,119294207.4,75.7,62,South Coast
Mesa Water District,Yes,9/15/15,108000,20%,1264,355.7,0,411876203.7,500898813.6,115905352.6,78.7,62,South Coast
Mesa Water District,Yes,8/15/15,108000,20%,1353.6,424.8,0,441072491.6,593245108,138421686.2,80.4,61,South Coast
Mesa Water District,Yes,7/15/15,108000,20%,1333.3,352.8,,434457707.6,573205245.2,114960383.5,78.9,61,South Coast
Mesa Water District,Yes,6/15/15,108000,20%,1259.5,353.5,0,410409872.3,554990150.5,115188479.4,78.5,62,South Coast
Mesa Water District,Yes,5/15/15,108000,NULL,1321.8,383.6,0,430710416.2,545344948.2,124996607.4,76.4,59,South Coast
Mesa Water District,Yes,4/15/15,108000,NULL,1391.2,,,453324505.2,492915453.6,Null,86,62,South Coast
Mesa Water District,Yes,3/15/15,108000,NULL,1440.6,,,469421565.7,532441231.7,Null,88.3,63,South Coast
Mesa Water District,Yes,2/15/15,108000,NULL,1119,,,364627746.8,390076743.3,Null,77.9,65,South Coast
Mesa Water District,Yes,1/15/15,108000,NULL,1181.7,,,385058631.3,509468706.1,Null,71.4,62,South Coast
Mesa Water District,Yes,12/15/14,108000,NULL,1021,,,332694307,407412039.2,Null,64,64,South Coast
Mesa Water District,Yes,11/15/14,108000,NULL,1366.1,,,445145634.4,408454763.7,Null,83.5,61,South Coast
Mesa Water District,Yes,10/15/14,108000,NULL,1561.7,,,508882173.6,451630077.8,Null,90.4,60,South Coast
Mesa Water District,Yes,9/15/14,108000,NULL,1579,,,514519403.2,510544015.8,Null,92.9,59,South Coast
Mesa Water District,Yes,8/15/14,108000,NULL,1727.4,,,562875755,604258886.2,Null,98.5,59,South Coast
Mesa Water District,Yes,7/15/14,108000,NULL,1842,,,600218328.5,585229162.9,Null,105.4,59,South Coast
Mesa Water District,Yes,6/15/14,108000,NULL,1746.3,,,569034347,567535430.4,Null,103.4,59,South Coast
California-American Water Company Monterey District,Yes,9/15/16,91884,0%,909.08,326.03,0,296225015.3,334626605.9,106237340.7,69.9,65,Central Coast
California-American Water Company Monterey District,Yes,8/15/16,91884,0%,944.37,340.47,0,307724312.1,368612909.8,110942635.4,68.1,63,Central Coast
California-American Water Company Monterey District,Yes,7/15/16,91884,0%,945.61,325.07,0,308128367.9,367332313.7,105924523.4,69.2,64,Central Coast
California-American Water Company Monterey District,Yes,6/15/16,91884,0%,911.78,326.95,0,297104814.1,343893820.5,106537124.1,66.8,62,Central Coast
California-American Water Company Monterey District,Yes,5/15/16,100623,8%,833.06,281.84,0,271453789.8,372627399.4,91837966.19,56.6,65,Central Coast
California-American Water Company Monterey District,Yes,4/15/16,100623,8%,778.9,226.12,0,253805676.5,327767433.4,73681524.67,55.5,66,Central Coast
California-American Water Company Monterey District,Yes,3/15/16,100623,8%,649.78,203.59,0,211731740.2,290180471.3,66340092.02,47.5,70,Central Coast
California-American Water Company Monterey District,Yes,2/15/16,100623,8%,659.7,199.17,0,207551628.2,239657207.5,62661903.59,51.6,70,Central Coast
California-American Water Company Monterey District,Yes,1/15/16,100623,8%,621.77,200.27,0,202604641.8,251381341.9,65258265.29,42.9,66,Central Coast
California-American Water Company Monterey District,Yes,12/15/15,100623,8%,647.92,222.82,0,211125656.6,276155825.9,72606214.96,46.7,69,Central Coast
California-American Water Company Monterey District,Yes,11/15/15,100623,8%,668.95,267.73,0,217978312.1,293155494.8,87240202.55,50.5,70,Central Coast
California-American Water Company Monterey District,Yes,10/15/15,100623,8%,883.29,241.71,0,287821307,343988317.4,78761548.42,62.7,68,Central Coast
California-American Water Company Monterey District,Yes,9/15/15,100623,8%,943.92,290.36,0,307577679,354343875.8,94614220.34,70.3,69,Central Coast
California-American Water Company Monterey District,Yes,8/15/15,100623,8%,1009.09,332.8,0,328813416.5,389822579.2,108443354.9,66.4,63,Central Coast
California-American Water Company Monterey District,Yes,7/15/15,100623,8%,992.59,331.8,0,323436867.9,390141913.6,108117503.5,67.4,65,Central Coast
California-American Water Company Monterey District,Yes,6/15/15,100623,8%,899.94,292.04,0,293246733.2,365197986.8,95161650.74,66.1,68,Central Coast
California-American Water Company Monterey District,Yes,5/15/15,100623,NULL,853.42,,,278088124.8,372627399.4,Null,58.8,66,Central Coast
California-American Water Company Monterey District,Yes,4/15/15,100623,NULL,854.73,,,278514990.2,327767433.4,Null,60.9,66,Central Coast
California-American Water Company Monterey District,Yes,3/15/15,100623,NULL,809.11,,,263649648.1,290180471.3,Null,59.2,70,Central Coast
California-American Water Company Monterey District,Yes,2/15/15,100623,NULL,698.95,,,227753854.9,239657207.5,Null,56.6,70,Central Coast
California-American Water Company Monterey District,Yes,1/15/15,100623,NULL,759.78,,,247575397.2,251381341.9,Null,57.1,72,Central Coast
California-American Water Company Monterey District,Yes,12/15/14,100623,NULL,651.97,,,212445354.9,276155825.9,Null,36.1,53,Central Coast
California-American Water Company Monterey District,Yes,11/15/14,100623,NULL,739.18,,,240862857.8,293155494.8,Null,45.5,57,Central Coast
California-American Water Company Monterey District,Yes,10/15/14,100623,NULL,946.22,,,308327137.3,343988317.4,Null,52.4,53,Central Coast
California-American Water Company Monterey District,Yes,9/15/14,100623,NULL,958.27,,,312253647,354343875.8,Null,53.8,52,Central Coast
California-American Water Company Monterey District,Yes,8/15/14,100623,NULL,1082.92,,,352871027.3,389822579.2,Null,57.7,51,Central Coast
California-American Water Company Monterey District,Yes,7/15/14,100623,NULL,1080,,,351919541.2,390141913.6,Null,56.4,50,Central Coast
California-American Water Company Monterey District,Yes,6/15/14,100623,NULL,1032.15,,,336327550.4,365197986.8,Null,59,53,Central Coast
Arroyo Grande  City of,Yes,9/15/16,17636,28%,181.8,20,0,59239789.43,94203647.55,6517028.54,89.6,80,Central Coast
Arroyo Grande  City of,Yes,8/15/16,17636,28%,199.1,21.9,0,64877019.12,100557750.4,7136146.25,94.9,80,Central Coast
Arroyo Grande  City of,Yes,7/15/16,17636,28%,207,22.8,0,67451245.39,103914020.1,7429412.54,98.7,80,Central Coast
Arroyo Grande  City of,Yes,6/15/16,17636,28%,188,20.7,0,61260068.28,99352100.09,6745124.54,92.6,80,Central Coast
Arroyo Grande  City of,Yes,5/15/16,17121,28%,188.9,20.8,0,61553334.56,97722842.96,6777709.68,92.8,80,Central Coast
Arroyo Grande  City of,Yes,4/15/16,17121,28%,169,18.6,0,55068891.16,86871990.44,6060836.54,85.8,80,Central Coast
Arroyo Grande  City of,Yes,3/15/16,17121,28%,131.7,14.5,0,42914632.94,74978413.35,4724845.69,64.7,80,Central Coast
Arroyo Grande  City of,Yes,2/15/16,17121,28%,119.8,13.2,0,37690897.47,58555501.43,4152920.26,62.9,80,Central Coast
Arroyo Grande  City of,Yes,1/15/16,17121,28%,124.6,12.5,0,40601087.8,56372296.87,4073142.84,61.2,80,Central Coast
Arroyo Grande  City of,Yes,12/15/15,17121,28%,131.9,26.4,0,42979803.22,73837933.36,8602477.67,64.8,80,Central Coast
Arroyo Grande  City of,Yes,11/15/15,17121,28%,140.8,28.2,0,45879880.92,77324543.63,9189010.24,71.5,80,Central Coast
Arroyo Grande  City of,Yes,10/15/15,17121,28%,188.7,20.8,0,61488164.27,90163089.85,6777709.68,92.7,80,Central Coast
Arroyo Grande  City of,Yes,9/15/15,17121,28%,196.9,21.7,0,64160145.98,94203647.55,7070975.97,99.9,80,Central Coast
Arroyo Grande  City of,Yes,8/15/15,17121,28%,197.6,21.7,0,64388241.98,100557750.4,7070975.97,97.1,80,Central Coast
Arroyo Grande  City of,Yes,7/15/15,17121,28%,187.3,37.5,0,61031972.28,103914020.1,12219428.51,92,80,Central Coast
Arroyo Grande  City of,Yes,6/15/15,17121,28%,205.4,31,0,66929883.11,99352100.09,10101394.24,104.2,80,Central Coast
Arroyo Grande  City of,Yes,5/15/15,17121,NULL,218.8,45.5,0,71296292.23,97722842.96,14826239.93,107.5,80,Central Coast
Arroyo Grande  City of,Yes,4/15/15,17003,NULL,207.9,,,67744511.67,86871990.44,Null,106.2,80,Central Coast
Arroyo Grande  City of,Yes,3/15/15,17003,NULL,200.2,,,65235455.69,74978413.35,Null,99,80,Central Coast
Arroyo Grande  City of,Yes,2/15/15,17003,NULL,173.1,,,56404882.01,58555501.43,Null,94.8,80,Central Coast
Arroyo Grande  City of,,1/15/15,17003,NULL,190.4,,,62042111.7,78302097.91,Null,94.2,80,Central Coast
Arroyo Grande  City of,Yes,12/15/14,17003,NULL,149.7,,,48779958.62,73837933.36,Null,74,80,Central Coast
Arroyo Grande  City of,Yes,11/15/14,16901,NULL,190.4,,,62042111.7,77324543.63,Null,97.9,80,Central Coast
Arroyo Grande  City of,Yes,10/15/14,16901,NULL,246,,,80159451.04,90163089.85,Null,122.4,80,Central Coast
Arroyo Grande  City of,Yes,9/15/14,16901,NULL,244.5,,,79670673.9,94203647.55,Null,125.7,80,Central Coast
Arroyo Grande  City of,Yes,8/15/14,16901,NULL,266.5,,,86839405.3,100557750.4,Null,132.6,80,Central Coast
Arroyo Grande  City of,Yes,7/15/14,16901,NULL,277.6,,,90456356.14,103914020.1,Null,138.1,80,Central Coast
Arroyo Grande  City of,Yes,6/15/14,16901,NULL,270.8,,,88240566.43,99352100.09,Null,139.2,80,Central Coast
Suisun-Solano Water Authority,Yes,9/15/16,29510,0%,105.7,4,0,105700000,141100000,4000000,78.2,66,San Francisco Bay
Suisun-Solano Water Authority,Yes,8/15/16,29510,0%,114.9,3.7,0,114900000,154400000,3700000,82.1,65,San Francisco Bay
Suisun-Solano Water Authority,Yes,7/15/16,29510,0%,118.2,4,0,118200000,157200000,4000000,82.6,64,San Francisco Bay
Suisun-Solano Water Authority,Yes,6/15/16,29510,0%,107.5,4.1,0,107500000,140400000,4100000,78.6,65,San Francisco Bay
Suisun-Solano Water Authority,Yes,5/15/16,29510,20%,85.2,4,0,85200000,136700000,4000000,61,66,San Francisco Bay
Suisun-Solano Water Authority,Yes,4/15/16,29510,20%,79.4,6.1,0,79400000,108100000,6100000,56.5,63,San Francisco Bay
Suisun-Solano Water Authority,Yes,3/15/16,29510,20%,66.1,3.7,0,66100000,96000000,3700000,44.8,62,San Francisco Bay
Suisun-Solano Water Authority,Yes,2/15/16,29510,28%,61.5,3.6,0,59379310.34,75900000,3475862.07,48.7,68,San Francisco Bay
Suisun-Solano Water Authority,Yes,1/15/16,29442,28%,66.3,4.7,0,66300000,75900000,4700000,51.6,71,San Francisco Bay
Suisun-Solano Water Authority,Yes,12/15/15,28549,28%,70.3,7,0,70300000,84200000,7000000,57.8,73,San Francisco Bay
Suisun-Solano Water Authority,Yes,11/15/15,28549,28%,68.9,13.3,0,68900000,100300000,13300000,66.8,83,San Francisco Bay
Suisun-Solano Water Authority,Yes,10/15/15,28549,28%,94.8,17.8,0,94800000,125800000,17800000,70.1,65,San Francisco Bay
Suisun-Solano Water Authority,Yes,9/15/15,28549,28%,100,19.5,0,100000000,141100000,19500000,78.6,67,San Francisco Bay
Suisun-Solano Water Authority,Yes,8/15/15,28549,28%,110.4,20.4,0,110400000,154400000,20400000,77.8,62,San Francisco Bay
Suisun-Solano Water Authority,Yes,7/15/15,25849,28%,109.8,18.7,0,109800000,157200000,18700000,83.6,61,San Francisco Bay
Suisun-Solano Water Authority,Yes,6/15/15,28549,28%,105.4,16.4,0,105400000,140400000,16400000,73.5,60,San Francisco Bay
Suisun-Solano Water Authority,Yes,5/15/15,28549,NULL,96.6,14.2,0,96600000,136700000,14200000,65.7,60,San Francisco Bay
Suisun-Solano Water Authority,Yes,4/15/15,28549,NULL,85.5,10.5,0,85500000,108100000,10500000,65.9,66,San Francisco Bay
Suisun-Solano Water Authority,Yes,3/15/15,28549,NULL,84.7,6.2,0,84700000,96000000,6200000,54.3,57,San Francisco Bay
Suisun-Solano Water Authority,Yes,2/15/15,28549,NULL,63.4,4.8,0,63400000,75900000,4800000,55.8,70,San Francisco Bay
Suisun-Solano Water Authority,Yes,1/15/15,28549,NULL,68.6,5.2,0,68600000,75900000,5200000,56,72,San Francisco Bay
Suisun-Solano Water Authority,Yes,12/15/14,28549,NULL,71.4,7.4,0,71400000,84200000,7400000,63.5,79,San Francisco Bay
Suisun-Solano Water Authority,Yes,11/15/14,28549,NULL,78.6,13.2,0,78600000,100300000,13200000,77.7,85,San Francisco Bay
Suisun-Solano Water Authority,Yes,10/15/14,28549,NULL,101.2,18.2,0,101200000,125800000,18200000,81.2,71,San Francisco Bay
Suisun-Solano Water Authority,Yes,9/15/14,28549,NULL,116.9,21.6,0,116900000,141100000,21600000,94,69,San Francisco Bay
Suisun-Solano Water Authority,Yes,8/15/14,28549,NULL,132.2,23.3,0,132200000,154400000,23300000,99.6,67,San Francisco Bay
Suisun-Solano Water Authority,Yes,7/15/14,28549,NULL,145,22,0,145000000,157200000,22000000,105.3,64,San Francisco Bay
Suisun-Solano Water Authority,Yes,6/15/14,28549,NULL,141,20.7,0,141000000,140400000,20700000,101.4,62,San Francisco Bay
Davis  City of,Yes,9/15/16,68320,0%,374.6,92,0,374600000,401200000,92000000,131.6,72,Sacramento River
Davis  City of,Yes,8/15/16,68320,0%,405.2,125,0,405200000,478400000,125000000,130.1,68,Sacramento River
Davis  City of,Yes,7/15/16,68320,0%,397,118,0,397000000,502100000,118000000,125.6,67,Sacramento River
Davis  City of,Yes,6/15/16,68320,0%,356,92,0,356000000,465900000,92000000,125.1,72,Sacramento River
Davis  City of,Yes,5/15/16,68289,25%,312.6,101,0,312600000,419700000,101000000,100.4,68,Sacramento River
Davis  City of,Yes,4/15/16,68320,25%,229.1,72,0,229100000,303300000,72000000,78.2,70,Sacramento River
Davis  City of,Yes,3/15/16,68320,25%,151.6,23,0,151600000,274000000,23000000,59.4,83,Sacramento River
Davis  City of,Yes,2/15/16,68320,28%,145.3,21,0,140289655.2,184800000,20275862.07,61.6,84,Sacramento River
Davis  City of,Yes,1/15/16,68320,28%,152.1,28,0,152100000,174900000,28000000,55.3,77,Sacramento River
Davis  City of,Yes,12/15/15,68315,28%,145.6,27,0,145600000,187800000,27000000,54.3,79,Sacramento River
Davis  City of,Yes,11/15/15,68315,28%,173.8,49,0,173800000,256000000,49000000,59.4,70,Sacramento River
Davis  City of,Yes,10/15/15,68315,28%,288.1,70,0,288100000,372300000,70000000,97.9,72,Sacramento River
Davis  City of,Yes,9/15/15,68315,28%,328.1,69,0,328100000,401200000,69000000,118.5,74,Sacramento River
Davis  City of,Yes,8/15/15,68315,28%,343.8,115,0,343800000,478400000,115000000,103.9,64,Sacramento River
Davis  City of,Yes,7/15/15,68315,28%,342.3,98,0,342300000,502100000,98000000,108.3,67,Sacramento River
Davis  City of,Yes,6/15/15,68315,28%,315.1,96,0,315100000,465900000,96000000,101.5,66,Sacramento River
Davis  City of,Yes,5/15/15,68315,NULL,287.8,93,,287800000,419700000,93000000,88.3,65,Sacramento River
Davis  City of,Yes,4/15/15,68315,NULL,239.4,,,239400000,303900000,Null,86.4,74,Sacramento River
Davis  City of,Yes,3/15/15,65783,NULL,220.1,,,220100000,274000000,Null,80.2,74,Sacramento River
Davis  City of,Yes,2/15/15,65783,NULL,153.6,,,153600000,184800000,Null,62,74,Sacramento River
Davis  City of,Yes,1/15/15,65783,NULL,163.8,,,163800000,174900000,Null,59.7,74,Sacramento River
Davis  City of,Yes,12/15/14,65783,NULL,149.8,,,149800000,187800000,Null,54.6,74,Sacramento River
Davis  City of,Yes,11/15/14,65783,NULL,184.1,,,184100000,256000000,Null,69.3,74,Sacramento River
Davis  City of,Yes,10/15/14,65783,NULL,287.6,,,287600000,372300000,Null,104.8,74,Sacramento River
Davis  City of,Yes,9/15/14,65783,NULL,342.6,,,342600000,401200000,Null,129,74,Sacramento River
Davis  City of,Yes,8/15/14,65783,NULL,398.4,,,398400000,478400000,Null,145.2,74,Sacramento River
Davis  City of,No,7/15/14,65783,NULL,431.3,,,431300000,502100000,Null,157.1,74,Sacramento River
Davis  City of,No,6/15/14,65783,NULL,416.2,,,416200000,465900000,Null,156.7,74,Sacramento River
Linda County Water District,No,9/15/16,18808,0%,106323000,0,0,106323000,123961000,Null,169.6,90,Sacramento River
Linda County Water District,No,8/15/16,18808,0%,123338000,0,0,123338000,153427000,Null,190.4,90,Sacramento River
Linda County Water District,No,7/15/16,18808,0%,126289000,0,0,126289000,167963000,Null,194.9,90,Sacramento River
Linda County Water District,No,6/15/16,18808,0%,112166000,0,0,112166000,148203000,Null,178.9,90,Sacramento River
Linda County Water District,Yes,5/15/16,18808,29%,91426000,0,0,91426000,132550000,Null,141.1,90,Sacramento River
Linda County Water District,Yes,4/15/16,18808,29%,70250000,,,70250000,92152000,Null,112.1,90,Sacramento River
Linda County Water District,Yes,3/15/16,18808,29%,53482000,,,53482000,73727000,Null,82.6,90,Sacramento River
Linda County Water District,Yes,2/15/16,18808,32%,47178000,,,45551172.41,57012000,Null,77.8,90,Sacramento River
Linda County Water District,Yes,1/15/16,18808,32%,54527000,,,54527000,60480000,Null,84.2,90,Sacramento River
Linda County Water District,Yes,12/15/15,18808,32%,54775000,0,0,54775000,69300000,Null,84.6,90,Sacramento River
Linda County Water District,Yes,11/15/15,18808,32%,59792000,0,0,59792000,82098000,Null,95.4,90,Sacramento River
Linda County Water District,Yes,10/15/15,18808,32%,82134000,0,0,82134000,106494000,Null,126.8,90,Sacramento River
Linda County Water District,Yes,9/15/15,18808,32%,89890000,,,89890000,123961000,Null,143.4,90,Sacramento River
Linda County Water District,Yes,8/15/15,18808,32%,97685000,,,97685000,153427000,Null,150.8,90,Sacramento River
Linda County Water District,Yes,7/15/15,18808,32%,97438000,,,97438000,167963000,Null,150.4,90,Sacramento River
Linda County Water District,Yes,6/15/15,18808,32%,93380000,,,93380000,148200000,Null,148.9,90,Sacramento River
Linda County Water District,Yes,5/15/15,18808,NULL,89234000,,,89234000,133000000,Null,137.7,90,Sacramento River
Linda County Water District,Yes,4/15/15,18808,NULL,78355000,,,78355000,92200000,Null,125,90,Sacramento River
Linda County Water District,Yes,3/15/15,18808,NULL,75753000,,,75753000,73727000,Null,116.9,90,Sacramento River
Linda County Water District,Yes,2/15/15,18808,NULL,53307000,,,53307000,57012000,Null,91.1,90,Sacramento River
Linda County Water District,Yes,1/15/15,18808,NULL,57287000,,,57287000,69506000,Null,88.4,90,Sacramento River
Linda County Water District,,12/15/14,18808,NULL,57877000,,,57877000,69300000,Null,89.3,90,Sacramento River
Linda County Water District,,11/15/14,18808,NULL,65600000,,,65600000,82098000,Null,104.6,90,Sacramento River
Linda County Water District,,10/15/14,18808,NULL,95045000,,,95045000,106494000,Null,146.7,90,Sacramento River
Linda County Water District,,9/15/14,18808,NULL,118344000,,,118344000,123961000,Null,188.8,90,Sacramento River
Linda County Water District,,8/15/14,18808,NULL,135554000,,,135554000,153427000,Null,209.2,90,Sacramento River
