Supplier Name,Mandatory Restrictions,Reporting Month,Total Population Served,Conservation Standard (starting in June 2015) *Adjusted in March 2016 **Revised in June 2016, REPORTED Total Monthly Potable Water Production Reporting Month ,REPORTED Monthly CII,REPORTED Monthly Ag Use Reporting Month,CALCULATED Total Monthly Potable Water Production Reporting Month Gallons,CALCULATED Total Monthly Potable Water Production 2013 Gallons,CALCULATED Monthly CII Reporting Month,CALCULATED R-GPCD Reporting Month,% Residential Use,Hydrologic Region
Sacramento County Water Agency,Yes,7/15/16,179154,0%,1393406445,440958696,0,1393406445,1760715981,440958696,171.5,68,Sacramento River
Sacramento County Water Agency,Yes,6/15/16,178540,0%,1236398876,347459828,0,1236398876,1533756465,347459828,166,72,Sacramento River
Sacramento County Water Agency,Yes,5/15/16,178145,24%,964170113,270891884,0,964170113,1356787357,270891884,125.5,72,Sacramento River
Sacramento County Water Agency,Yes,4/15/16,177294,24%,728584202,187145483,0,728584202,1050677792,187145483,101.8,74,Sacramento River
Sacramento County Water Agency,Yes,3/15/16,176855,24%,507459317,130291898,0,507459317,846066788,130291898,68.8,74,Sacramento River
Sacramento County Water Agency,Yes,2/15/16,176712,32%,454395200,97771689,0,438726400,557196410,94400251.45,69.6,78,Sacramento River
Sacramento County Water Agency,Yes,1/15/16,174455,32%,447373305,96186219,0,447373305,461838278,96186219,64.9,79,Sacramento River
Sacramento County Water Agency,Yes,12/15/15,174379,32%,468172934,116298779,0,468172934,623349369,116298779,65.1,75,Sacramento River
Sacramento County Water Agency,Yes,11/15/15,174328,32%,522461197,139223394,0,522461197,876151660,139223394,73.3,73,Sacramento River
Sacramento County Water Agency,Yes,10/15/15,173950,32%,812421056,229273756,0,812421056,1214007813,229273756,108.1,72,Sacramento River
Sacramento County Water Agency,Yes,9/15/15,173848,32%,907631103,256047707,0,907631103,1357599674,256047707,124.9,72,Sacramento River
Sacramento County Water Agency,Yes,8/15/15,173333,32%,1021920023,341114282,0,1021920023,1606194552,341114282,126.7,67,Sacramento River
Sacramento County Water Agency,Yes,7/15/15,173263,32%,1022024090,340964215,0,1022024090,1760715981,340964215,126.8,67,Sacramento River
Sacramento County Water Agency,Yes,6/15/15,173199,32%,899384748,265138624,0,899384748,1533756465,265138624,122.1,71,Sacramento River
Sacramento County Water Agency,Yes,5/15/15,172760,NULL,885029995,,,885029995,1356787357,Null,116.5,71,Sacramento River
Sacramento County Water Agency,Yes,4/15/15,163479,NULL,758232064,,,758232064,1050677792,Null,117.9,76,Sacramento River
Sacramento County Water Agency,Yes,3/15/15,163449,NULL,734438806,,,734438806,846066788,Null,111.2,77,Sacramento River
Sacramento County Water Agency,Yes,2/15/15,163226,NULL,476157261,,,476157261,557196410,Null,80.7,78,Sacramento River
Sacramento County Water Agency,Yes,1/15/15,162681,NULL,532040194,,,532040194,461838278,Null,81.9,78,Sacramento River
Sacramento County Water Agency,Yes,12/15/14,162600,NULL,510002276,,,510002276,623349369,Null,78.4,78,Sacramento River
Sacramento County Water Agency,Yes,11/15/14,162301,NULL,1994,,,649747745.4,876214487.2,Null,93.4,70,Sacramento River
Sacramento County Water Agency,Yes,10/15/14,161923,NULL,3048,,,993195149.5,1214122417,Null,140.5,71,Sacramento River
Sacramento County Water Agency,Yes,9/15/14,170672,NULL,1091676075,,,1091676075,1357599674,Null,148.4,70,Sacramento River
Sacramento County Water Agency,Yes,8/15/14,170589,NULL,1273251538,,,1273251538,1606194552,Null,160.4,67,Sacramento River
Sacramento County Water Agency,Yes,7/15/14,170611,NULL,1390448332,,,1390448332,1760715981,Null,175.2,67,Sacramento River
Sacramento County Water Agency,Yes,6/15/14,173199,NULL,899384748,265179463,0,899384748,1533756465,265179463,122.1,71,Sacramento River
San Buenaventura  City of,Yes,9/15/16,113478,16%,1264.8,339,0,412136884.9,536296054.1,110463633.8,75.6,62,South Coast
San Buenaventura  City of,Yes,8/15/16,113478,16%,1330.31,473,0,433483411.9,547896364.9,154127725,74.8,61,South Coast
San Buenaventura  City of,Yes,7/15/16,113478,16%,1297.42,310,0,422766158.4,545110335.2,101013942.4,78.1,65,South Coast
San Buenaventura  City of,Yes,6/15/16,113478,16%,1253.16,427,0,408343974.3,522483212.1,139138559.3,74.2,62,South Coast
San Buenaventura  City of,Yes,5/15/16,113478,16%,1226.6,255,0,399689360.4,529736664.9,83092113.89,70.5,62,South Coast
San Buenaventura  City of,Yes,4/15/16,113478,16%,1089.53,383,0,355024905.3,463487811.3,124801096.5,66.2,63,South Coast
San Buenaventura  City of,Yes,3/15/16,113478,16%,1027.68,262,0,334870994.5,434604340.8,85373073.87,62.1,65,South Coast
San Buenaventura  City of,Yes,2/15/16,113478,16%,1017.91,407,0,320249928.6,380226254.6,128048374.6,63.9,63,South Coast
San Buenaventura  City of,Yes,1/15/16,113478,16%,966.96,292,0,315085295.9,373204156.4,95148616.68,59.7,67,South Coast
San Buenaventura  City of,Yes,12/15/15,113478,16%,1161.77,401,0,378564412.4,446468591.2,130666422.2,68.5,64,South Coast
San Buenaventura  City of,Yes,11/15/15,113478,16%,1193.2,316,0,388805922.7,454895109.1,102969050.9,72.6,64,South Coast
San Buenaventura  City of,Yes,10/15/15,113478,16%,1230.37,453,0,400917820.2,536149421,147610696.4,72.8,64,South Coast
San Buenaventura  City of,Yes,9/15/15,113478,16%,1227.43,295,0,399959817,536296054.1,96126170.97,73.9,63,South Coast
San Buenaventura  City of,Yes,8/15/15,113478,16%,1288.62,449,0,419898665.9,547896364.9,146307290.7,74.8,63,South Coast
San Buenaventura  City of,Yes,7/15/15,113478,16%,1260.4,303,0,410703138.6,545110335.2,98732982.38,73.7,63,South Coast
San Buenaventura  City of,Yes,6/15/15,113478,16%,1181.12,395,0,384869637.5,522483212.1,128711313.7,72.1,64,South Coast
San Buenaventura  City of,Yes,5/15/15,113478,NULL,1231.11,323,0,401158950.3,529736664.9,105250010.9,73,64,South Coast
San Buenaventura  City of,Yes,4/15/15,113478,NULL,1255.95,411,0,409253099.7,463487811.3,133924936.5,75,62,South Coast
San Buenaventura  City of,Yes,3/15/15,113478,NULL,1238,,,403404066.6,434359952.2,Null,77.6,68,South Coast
San Buenaventura  City of,Yes,2/15/15,113478,NULL,1010.74,338,0,329351071.3,380226254.6,110137782.3,69.9,67,South Coast
San Buenaventura  City of,Yes,1/15/15,113478,NULL,1097,,,357459015.4,373099883.9,Null,71.1,70,South Coast
San Buenaventura  City of,Yes,12/15/14,113478,NULL,960,,,312817369.9,446416455,Null,58.4,66,South Coast
San Buenaventura  City of,Yes,11/15/14,113478,NULL,1200,,,391021712.4,454888592.1,Null,72.5,63,South Coast
San Buenaventura  City of,Yes,10/15/14,113478,NULL,1379,,,449349117.8,536025597.4,Null,85.1,67,South Coast
San Buenaventura  City of,Yes,9/15/14,113478,NULL,1440,,,469226054.9,536351448.8,Null,88.9,64,South Coast
San Buenaventura  City of,No,8/15/14,113478,NULL,1521,,,495620020.5,547756248.8,Null,88.8,63,South Coast
San Buenaventura  City of,No,7/15/14,113478,NULL,1573.91,,,512860819.5,545110335.2,Null,96.2,66,South Coast
San Buenaventura  City of,No,6/15/14,113478,NULL,1523.42,,,496408580.9,522483212.1,Null,96.2,66,South Coast
Elk Grove Water Service,No,9/15/16,44327,0%,227104720,,,227104720,272414672,Null,131.5,77,Sacramento River
Elk Grove Water Service,No,8/15/16,44335,0%,253493755,,,253493755,316716614,Null,143.9,78,Sacramento River
Elk Grove Water Service,No,7/15/16,44289,0%,261005119,,,261005119,333463580,Null,146.4,77,Sacramento River
Elk Grove Water Service,No,6/15/16,44281,0%,224059928,,,224059928,297266361,Null,134.9,80,Sacramento River
Elk Grove Water Service,Yes,5/15/16,44262,25%,162008534,,,162008534,260094211,Null,93.3,79,Sacramento River
Elk Grove Water Service,Yes,4/15/16,44289,25%,114371851,,,114371851,173524723,Null,74.9,87,Sacramento River
Elk Grove Water Service,Yes,3/15/16,44255,25%,84307661,,,84307661,137485494,Null,52.2,85,Sacramento River
Elk Grove Water Service,Yes,2/15/16,44186,28%,79963317,,,77205961.24,112297243,Null,53.7,86,Sacramento River
Elk Grove Water Service,Yes,1/15/16,44259,28%,82096355,,,82096355,102024872,Null,50.3,84,Sacramento River
Elk Grove Water Service,Yes,12/15/15,44300,28%,91908559,,,91908559,142659699,Null,56.9,85,Sacramento River
Elk Grove Water Service,Yes,11/15/15,44228,28%,110953135,,,110953135,178691519,Null,65.2,78,Sacramento River
Elk Grove Water Service,Yes,10/15/15,44145,28%,162912625,,,162912625,227018422,Null,92.9,78,Sacramento River
Elk Grove Water Service,Yes,9/15/15,44255,28%,188006712,,,188006712,272414672,Null,111.9,79,Sacramento River
Elk Grove Water Service,Yes,8/15/15,44213,28%,200107383,,,200107383,316716614,Null,112.4,77,Sacramento River
Elk Grove Water Service,Yes,7/15/15,44278,28%,198312514,,,198312514,333463580,Null,114.1,79,Sacramento River
Elk Grove Water Service,Yes,6/15/15,44255,28%,176923599,37153956,,176923599,297266361,37153956,105.3,79,Sacramento River
Elk Grove Water Service,Yes,5/15/15,44251,NULL,158892389,,,158892389,260094211,Null,92.7,80,Sacramento River
Elk Grove Water Service,Yes,4/15/15,44202,NULL,140611062,,,140611062,173524723,Null,84.8,80,Sacramento River
Elk Grove Water Service,Yes,3/15/15,44099,NULL,123365837,,,123365837,137485494,Null,78.5,87,Sacramento River
Elk Grove Water Service,Yes,2/15/15,44084,NULL,87394621,,,87394621,112297243,Null,60.2,85,Sacramento River
Elk Grove Water Service,Yes,1/15/15,44091,NULL,91332974,,,91332974,102024872,Null,57.5,86,Sacramento River
Elk Grove Water Service,Yes,12/15/14,44122,NULL,93309023,,,93309023,142659699,Null,53.2,78,Sacramento River
Elk Grove Water Service,Yes,11/15/14,44099,NULL,130707345,,,130707345,178691519,Null,82,83,Sacramento River
Elk Grove Water Service,Yes,10/15/14,44152,NULL,188841206,,,188841206,227018422,Null,111.8,81,Sacramento River
Elk Grove Water Service,Yes,9/15/14,44183,NULL,226833008,,,226833008,272414672,Null,135.2,79,Sacramento River
Elk Grove Water Service,Yes,8/15/14,44145,NULL,254280109,,,254280109,316716614,Null,143.1,77,Sacramento River
Elk Grove Water Service,Yes,7/15/14,44243,NULL,280379555,,,280379555,333463580,Null,157.4,77,Sacramento River
Elk Grove Water Service,Yes,6/15/14,44506,NULL,262540975,,,262540975,297266361,Null,157.3,80,Sacramento River
Newhall County Water District,No,9/15/16,45036,0%,906.44,278.53,,295364767.5,367501756.4,90759397.96,143.3,66,South Coast
Newhall County Water District,No,8/15/16,45036,0%,1016.46,317.3,,331214941.5,393201658.5,103392657.8,161.8,68,South Coast
Newhall County Water District,No,7/15/16,45036,0%,985.22,243.1,,321035342.9,391051039,79214481.9,131.1,57,South Coast
Newhall County Water District,No,6/15/16,45036,0%,865.38,213.28,,281985307.9,358358365.4,69497592.35,122.1,59,South Coast
Newhall County Water District,Yes,5/15/16,45036,25%,728.14,185.23,,237265458.1,329253315.9,60357459.82,112.4,66,South Coast
Newhall County Water District,Yes,4/15/16,45036,25%,585.6,122.21,,190818595.7,274200717.3,39822302.89,82.9,59,South Coast
Newhall County Water District,Yes,3/15/16,45036,25%,478.33,103.64,,155864513.1,226776300.6,33771241.89,79.1,71,South Coast
Newhall County Water District,Yes,2/15/16,45036,28%,458.28,85.91,,144181840.5,172834855.4,27028589.33,84,73,South Coast
Newhall County Water District,Yes,1/15/16,45036,28%,383.05,82.27,,124817389.1,184985855.1,26807796.9,73.5,82,South Coast
Newhall County Water District,Yes,12/15/15,45036,28%,527.21,173.5,,171792130.8,204334912.8,56535222.58,104.1,85,South Coast
Newhall County Water District,Yes,11/15/15,45036,28%,639.69,181.17,,208443899.3,231507663.3,59034503.03,100.6,65,South Coast
Newhall County Water District,Yes,10/15/15,45036,28%,722.59,244.75,,235456982.6,307440821.4,79752136.76,108.8,65,South Coast
Newhall County Water District,Yes,9/15/15,45036,28%,739.38,236.93,,240928028.1,367501756.4,77203978.6,139.7,78,South Coast
Newhall County Water District,Yes,8/15/15,45036,28%,846.75,190.53,,275914695.8,393201658.5,62084472.39,118.1,60,South Coast
Newhall County Water District,Yes,7/15/15,45036,28%,787.25,195.51,,256526535.9,391051039,63707212.49,122,66,South Coast
Newhall County Water District,Yes,6/15/15,45036,28%,789.78,181.46,,257350940,358358365.4,59128999.94,125.7,66,South Coast
Newhall County Water District,Yes,5/15/15,45036,NULL,681.1,161.43,,221937406.9,329253315.9,52602195.86,102.5,65,South Coast
Newhall County Water District,Yes,4/15/15,45036,NULL,718.5,,,234124250.3,274203975.8,Null,110.9,64,South Coast
Newhall County Water District,Yes,3/15/15,45036,NULL,625.63,,,203862428.3,226782817.7,Null,113.9,78,South Coast
Newhall County Water District,Yes,2/15/15,45036,NULL,503.52,,,164072710.5,172841372.4,Null,101.5,78,South Coast
Newhall County Water District,Yes,1/15/15,45036,NULL,521.38,,,169892417,184985855.1,Null,99.8,82,South Coast
Newhall County Water District,Yes,12/15/14,45036,NULL,374.77,,,122119339.3,204341429.9,Null,64.7,74,South Coast
Newhall County Water District,Yes,11/15/14,45036,NULL,675.15,,,219998590.9,231517438.9,Null,118.9,73,South Coast
Newhall County Water District,Yes,10/15/14,45036,NULL,873.58,,,284657289.6,307440821.4,Null,144.8,71,South Coast
Newhall County Water District,Yes,9/15/14,45036,NULL,946.1,,,308288035.1,367527824.5,Null,164.3,72,South Coast
Newhall County Water District,,8/15/14,45036,NULL,1045.25,,,340596204.1,393204917,Null,161,66,South Coast
Newhall County Water District,,7/15/14,45036,NULL,1130.85,,,368489086.2,391054297.5,Null,174.2,66,South Coast
Newhall County Water District,,6/15/14,45036,NULL,1078.16,,,351319974.5,358371399.4,Null,174.2,67,South Coast
Valencia Water Company,No,9/15/16,97300,0%,2662.31,1558.79,,867517512.6,1101416925,507933945.9,136.6,46,South Coast
Valencia Water Company,No,8/15/16,97300,0%,3074.61,1465.76,,1001866056,1207315381,477619987.6,156.3,47,South Coast
Valencia Water Company,No,7/15/16,97300,0%,2918.55,1168.7,,951013682.3,1222601071,380822562.7,154.4,49,South Coast
Valencia Water Company,Yes,6/15/16,97300,0%,2490.06,948.02,,811389604.3,1107249666,308913669.8,141.4,51,South Coast
Valencia Water Company,Yes,5/15/16,119144,21%,2096.25,718.32,,683066053.9,986472834.6,234065597,101.3,55,South Coast
Valencia Water Company,Yes,4/15/16,119144,21%,1678.62,539.12,,546980722.4,819825897.8,175673021.3,88.6,58,South Coast
Valencia Water Company,Yes,3/15/16,119144,21%,1434.76,480.33,,467518593.4,675874512.9,156516215.9,74.7,59,South Coast
Valencia Water Company,Yes,2/15/16,119144,24%,1356.34,343.55,,426725140.9,483723184.9,108086042,82,64,South Coast
Valencia Water Company,Yes,1/15/16,119144,24%,1127.48,554.93,,367390966.9,502616050.6,180824732.4,55.1,55,South Coast
Valencia Water Company,Yes,12/15/15,118224,24%,1485.56,809.25,,484071845.9,584127785.1,263695267.3,68.8,52,South Coast
Valencia Water Company,Yes,11/15/15,118224,24%,1832.66,960.6,,597174876.2,669807159.3,313012880.8,83.6,50,South Coast
Valencia Water Company,Yes,10/15/15,118224,24%,2097.01,999.65,,683313700.9,938367388.4,325737379,92.6,50,South Coast
Valencia Water Company,Yes,9/15/15,118224,24%,2093.51,1004.9,,682173220.9,1101416925,327448099,95.1,49,South Coast
Valencia Water Company,Yes,8/15/15,118224,24%,2375.39,975.59,,774024221.2,1207315381,317897393.7,100.7,48,South Coast
Valencia Water Company,Yes,7/15/15,118224,24%,2235.2,1054.07,,728343109.6,1222601071,343470213.7,91,46,South Coast
Valencia Water Company,Yes,6/15/15,118224,24%,2282.4,969.4,,743723297,1107249666,315880373.3,104.4,50,South Coast
Valencia Water Company,Yes,5/15/15,118224,NULL,2053.93,921.13,,669276021.5,986472834.6,300151525,92.5,51,South Coast
Valencia Water Company,Yes,4/15/15,118224,NULL,2197.23,,,715970531,819825897.8,Null,107.4,53,South Coast
Valencia Water Company,Yes,3/15/15,118224,NULL,1766.98,,,575772954.5,675874512.9,Null,67.8,43,South Coast
Valencia Water Company,Yes,2/15/15,118224,NULL,1388.35,,,452395828.7,483723184.9,Null,81.8,60,South Coast
Valencia Water Company,Yes,1/15/15,118224,NULL,1374.2,,,447785031,502616050.6,Null,74.8,61,South Coast
Valencia Water Company,Yes,12/15/14,117251,NULL,1030.92,,,335926753.1,584127785.1,Null,45.8,50,South Coast
Valencia Water Company,Yes,11/15/14,117251,NULL,1879.75,,,612519219.9,669807159.3,Null,81.6,47,South Coast
Valencia Water Company,Yes,10/15/14,117251,NULL,2469.51,,,804693357.5,938367388.4,Null,101.5,46,South Coast
Valencia Water Company,Yes,9/15/14,117251,NULL,2827.39,,,921309066.2,1101416925,Null,118.4,45,South Coast
Valencia Water Company,Yes,8/15/14,117251,NULL,3161.67,,,1030234681,1207315381,Null,124.4,44,South Coast
Valencia Water Company,No,7/15/14,117251,NULL,3403.38,,,1108996230,1222601071,Null,138.1,45,South Coast
Valencia Water Company,No,6/15/14,117251,NULL,3274.62,,,1067039600,1107249666,Null,138.8,46,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,No,9/15/16,122998,0%,2644,895,0,861551173,1054455218,291637027.2,155,66,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,No,8/15/16,119650,0%,2981,805,0,971363103.9,1126142532,262310398.7,175.7,67,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,No,7/15/16,122998,0%,2841,703,0,925743904.1,1117018692,229073553.2,168,69,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,6/15/16,122998,0%,2397,556,0,781065870.5,1004925801,181173393.4,149.2,71,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,5/15/16,122998,28%,2028,386,0,660826694,908799629.9,125778650.8,128.8,74,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,4/15/16,122998,28%,1596,303,0,520058877.5,751087539.2,98732982.38,108.9,77,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,3/15/16,122998,28%,1453,271,0,473462123.4,625960591.3,88305736.72,97.5,79,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,2/15/16,122998,32%,1382,179,0,434798166.2,471832866.3,56316115.59,104.3,83,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,1/15/16,122998,32%,1118,317,0,364301895.4,514193551.8,103294902.4,73.3,77,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,12/15/15,121688,32%,1478,454,0,481608409.1,576757025.8,147936547.9,91.3,72,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,11/15/15,121688,32%,1769,559,0,576431174.4,647466785.5,182150947.7,109.3,69,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,10/15/15,119650,32%,2013,161,0,655938922.6,845258601.6,52462079.75,123.8,70,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,9/15/15,121688,32%,2019,151,0,657894031.1,1054455218,49203565.48,122.5,68,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,8/15/15,121688,32%,2288,156,0,745548065,1126142532,50832822.61,140.3,71,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,7/15/15,121688,32%,2105,167,0,685917253.8,1117018692,54417188.31,130.9,72,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,6/15/15,121688,32%,2120,132,0,690805025.2,1004925801,43012388.36,140,74,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,5/15/15,121688,NULL,1802,146,,587184271.5,908799629.9,47574308.34,113.6,73,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,4/15/15,119650,NULL,1755,,,571869254.4,751087539.2,Null,121.1,76,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,3/15/15,119650,NULL,1640,,,534396340.3,625960591.3,Null,110.9,77,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,2/15/15,119650,NULL,1381,,,450000820.7,471832866.3,Null,107.5,80,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,1/15/15,119650,NULL,1413,,,460428066.4,514193551.8,Null,101.8,82,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,12/15/14,119650,NULL,1061,,,345728364.1,576757025.8,Null,64.3,69,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,11/15/14,119650,NULL,1773,,,577734580.1,647466785.5,Null,111.1,69,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,,10/15/14,119650,NULL,2364,,,770312773.4,845258601.6,Null,143.3,69,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,9/15/14,119650,NULL,2547,,,829943584.6,1054455218,Null,154.9,67,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,8/15/14,118800,NULL,2948,,,960610006.8,1126142532,Null,169.5,65,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,7/15/14,118800,NULL,3313,,,1079545778,1117018692,Null,199.3,68,South Coast
Castaic Lake Water Agency Santa Clarita Water Division,Yes,6/15/14,118800,NULL,3111,,,1013723789,1004925801,Null,196.3,69,South Coast
California Water Service Company East Los Angeles,Yes,9/15/16,158675,0%,1242.5,642.1,,404870398.1,480728610.3,209229201.3,44.8,53,South Coast
California Water Service Company East Los Angeles,Yes,8/15/16,158752,0%,1301,580.2,,423932706.5,502723581.6,189058998,45.8,53,South Coast
California Water Service Company East Los Angeles,Yes,7/15/16,158725,0%,1294.6,558.2,,421847257.4,496206553,181890266.6,46.6,54,South Coast
California Water Service Company East Los Angeles,Yes,6/15/16,158736,0%,1217.1,552.8,,396593771.8,469780002.3,180130668.9,44.1,53,South Coast
California Water Service Company East Los Angeles,Yes,5/15/16,158660,8%,1153.1,493.4,,375739280.5,459352756.6,160775094.1,41.3,54,South Coast
California Water Service Company East Los Angeles,Yes,4/15/16,158675,8%,1117.5,527.1,,364138969.7,430938512.2,171756287.2,39.9,52,South Coast
California Water Service Company East Los Angeles,Yes,3/15/16,158698,8%,1089.6,466.6,,355047714.9,420087659.7,152042275.8,38.8,54,South Coast
California Water Service Company East Los Angeles,Yes,2/15/16,158713,8%,1063,493.9,,334435926.7,365703056.5,155388432.9,39.8,53,South Coast
California Water Service Company East Los Angeles,Yes,1/15/16,158805,8%,1042.6,452.8,,339732697.8,397408400.4,147545526.2,39,57,South Coast
California Water Service Company East Los Angeles,Yes,12/15/15,158962,8%,1114.2,568.7,,363063660,402784948.9,185311706.5,38.5,52,South Coast
California Water Service Company East Los Angeles,Yes,11/15/15,159077,8%,1130.6,511.6,,368407623.4,420478681.4,166705590.1,41.1,53,South Coast
California Water Service Company East Los Angeles,Yes,10/15/15,159054,8%,1174.4,530.3,,382679915.9,462774196.6,172799011.7,41.8,54,South Coast
California Water Service Company East Los Angeles,Yes,9/15/15,158993,8%,1221.8,579,,398125273.5,480728610.3,188667976.2,44.3,53,South Coast
California Water Service Company East Los Angeles,Yes,8/15/15,158020,8%,1276.4,713.3,,415916761.4,502723581.6,232429822.9,44.2,52,South Coast
California Water Service Company East Los Angeles,Yes,7/15/15,158200,8%,1254.9,583.2,,408910955.7,496206553,190036552.2,45,54,South Coast
California Water Service Company East Los Angeles,Yes,6/15/15,157522,8%,1208.9,523,,393921790.1,469780002.3,170420296.3,45,54,South Coast
California Water Service Company East Los Angeles,Yes,5/15/15,156293,NULL,1179.6,522.8,,384374343.3,459352756.6,170355126,42.7,54,South Coast
California Water Service Company East Los Angeles,Yes,4/15/15,155293,NULL,1210.9,,,394573493,430938512.2,Null,45.5,54,South Coast
California Water Service Company East Los Angeles,Yes,3/15/15,154125,NULL,1247.7,,,406564825.5,420087659.7,Null,45.2,53,South Coast
California Water Service Company East Los Angeles,Yes,2/15/15,153872,NULL,1083,,,352897095.4,365605301.1,Null,44.2,54,South Coast
California Water Service Company East Los Angeles,Yes,1/15/15,160656,NULL,1166,,,379942763.9,397538740.9,Null,40.4,53,South Coast
California Water Service Company East Los Angeles,Yes,12/15/14,159794,NULL,1117,,,363976044,402752363.8,Null,39.7,54,South Coast
California Water Service Company East Los Angeles,Yes,11/15/14,159649,NULL,1207,,,393302672.4,420348340.8,Null,42.7,52,South Coast
California Water Service Company East Los Angeles,Yes,10/15/14,159281,NULL,1396,,,454888592.1,462709026.3,Null,47,51,South Coast
California Water Service Company East Los Angeles,Yes,9/15/14,158996,NULL,1383,,,450652523.5,480630854.8,Null,48.2,51,South Coast
California Water Service Company East Los Angeles,No,8/15/14,150148,NULL,1452,,,473136272,502788751.9,Null,52.9,52,South Coast
California Water Service Company East Los Angeles,No,7/15/14,150148,NULL,1495,,,487147883.4,496271723.3,Null,53.4,51,South Coast
California Water Service Company East Los Angeles,No,6/15/14,150148,NULL,1424,,,464012432.1,469877757.7,Null,55.6,54,South Coast
Exeter  City of,Yes,9/15/16,10572,21%,66944800,10946389,0,66944800,84425515,10946389,209,99,Tulare Lake
Exeter  City of,Yes,8/15/16,10572,21%,74506000,14902979.96,,74506000,96543442,14902979.96,200.1,88,Tulare Lake
Exeter  City of,Yes,7/15/16,10572,21%,74609597,9815047,0,74609597,100584267,9815047,177.6,78,Tulare Lake
Exeter  City of,Yes,6/15/16,10572,21%,69323611,8869634,,69323611,96598600,8869634,166.1,76,Tulare Lake
Exeter  City of,Yes,5/15/16,10572,34%,62413744,7863260,0,62413744,83301000,7863260,135.2,71,Tulare Lake
Exeter  City of,Yes,4/15/16,10572,34%,45828446,681111596,0,45828446,78148500,681111596,109.8,76,Tulare Lake
Exeter  City of,Yes,3/15/16,10572,34%,33669718,450729092,,33669718,45771300,450729092,52.4,51,Tulare Lake
Exeter  City of,Yes,2/15/16,10572,36%,31462678,711825000,0,30377758.07,32182000,687279310.3,91.3,89,Tulare Lake
Exeter  City of,Yes,1/15/16,10572,36%,31741702,602134,0,31741702,31664400,602134,86.2,89,Tulare Lake
Exeter  City of,Yes,12/15/15,10572,36%,33999912,5503462.36,,33999912,37430400,5503462.36,85.1,82,Tulare Lake
Exeter  City of,Yes,11/15/15,10572,36%,37909998,7329682,,37909998,48889900,7329682,98,82,Tulare Lake
Exeter  City of,Yes,10/15/15,10572,36%,50511549,7247992.84,,50511549,67466200,7247992.84,123.3,80,Tulare Lake
Exeter  City of,Yes,9/15/15,10572,36%,60852790,21642211,,60852790,84425515,21642211,155.4,81,Tulare Lake
Exeter  City of,Yes,8/15/15,10572,36%,64539720,10322071,,64539720,96543442,10322071,161.5,82,Tulare Lake
Exeter  City of,Yes,7/15/15,10572,36%,65773435,174988,0,65773435,100584267,174988,168.6,84,Tulare Lake
Exeter  City of,Yes,6/15/15,10334,36%,64992300,,,64992300,96598600,Null,176.1,84,Tulare Lake
Exeter  City of,Yes,5/15/15,10334,NULL,58968800,628632,0,58968800,83301000,628632,152.8,83,Tulare Lake
Exeter  City of,Yes,4/15/15,10572,NULL,49901600,,,49901600,78148500,Null,127.4,81,Tulare Lake
Exeter  City of,Yes,3/15/15,10334,NULL,44003600,,,44003600,45771300,Null,109.9,80,Tulare Lake
Exeter  City of,Yes,2/15/15,10334,NULL,30222600,,,30222600,32182000,Null,80.4,77,Tulare Lake
Exeter  City of,Yes,1/15/15,10334,NULL,33482000,,,33482000,31664400,Null,84.7,81,Tulare Lake
Exeter  City of,Yes,12/15/14,10334,NULL,32382800,,,32382800,37430400,Null,81.9,81,Tulare Lake
Exeter  City of,Yes,11/15/14,10334,NULL,39342100,,,39342100,48889900,Null,102.8,81,Tulare Lake
Exeter  City of,Yes,10/15/14,10334,NULL,59937600,,,59937600,67466200,Null,157.2,84,Tulare Lake
Exeter  City of,Yes,9/15/14,10506,NULL,72014157,,,72014157,84425515,Null,201.1,88,Tulare Lake
